"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","30OG32W0SVOA103I7NLR50DCDLYNEC","A1PK156G147FCR","Approved","Wed Nov 27 14:33:02 PST 2019","Wed Nov 27 14:41:10 PST 2019","Sat Nov 30 14:41:10 PST 2019","Wed Nov 27 22:55:36 PST 2019","","","488","100% (1/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","31T4R4OBOTT61HRHVPY7JFRJSUG7CS","A2DT1Y0XOGKPS5","Rejected","Wed Nov 27 14:29:07 PST 2019","Wed Nov 27 14:37:45 PST 2019","Sat Nov 30 14:37:45 PST 2019","","Wed Nov 27 15:29:39 PST 2019","our backend result shows the worker doesn't watch at least one video in its full length","518","0% (0/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","320DUZ38G8ZC2O8OYKJNCWH7HH8JGL","A2B195Z3VV7Y3C","Approved","Wed Nov 27 14:26:40 PST 2019","Wed Nov 27 14:32:23 PST 2019","Sat Nov 30 14:32:23 PST 2019","Wed Nov 27 22:55:36 PST 2019","","","343","100% (1/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","324G5B4FB4LM7PW1J95NOEPIJ5J70Z","A1APEUBLZLIDXS","Approved","Wed Nov 27 14:28:04 PST 2019","Wed Nov 27 14:35:43 PST 2019","Sat Nov 30 14:35:43 PST 2019","Wed Nov 27 22:55:36 PST 2019","","","459","100% (1/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","32SCWG5HIIH6R6MGHKFLX1QUW2B6P6","A200RIU9CD4AJ8","Approved","Wed Nov 27 14:26:12 PST 2019","Wed Nov 27 14:35:22 PST 2019","Sat Nov 30 14:35:22 PST 2019","Wed Nov 27 22:55:36 PST 2019","","","550","100% (1/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","333U7HK6IAS9Q4YXWUIF6BEA4PSJDB","A2E3TO92MCQ9XU","Approved","Wed Nov 27 14:26:24 PST 2019","Wed Nov 27 14:31:15 PST 2019","Sat Nov 30 14:31:15 PST 2019","Wed Nov 27 22:55:36 PST 2019","","","291","100% (1/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","33C7UALJVMBQESM2PX1TGJ4NZHW81R","A3FAH5S2RGZ5AK","Approved","Wed Nov 27 14:37:50 PST 2019","Wed Nov 27 14:45:41 PST 2019","Sat Nov 30 14:45:41 PST 2019","Wed Nov 27 22:55:36 PST 2019","","","471","100% (1/1)","0% (0/0)","0% (0/0)","82037408","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","34V1S5K3GTELZJ690VJOBBQFRYT96E","A39980PKUJE4NS","Rejected","Wed Nov 27 14:26:05 PST 2019","Wed Nov 27 14:29:34 PST 2019","Sat Nov 30 14:29:34 PST 2019","","Wed Nov 27 15:29:39 PST 2019","our backend result shows the worker doesn't watch at least one video in its full length","209","0% (0/2)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","34YB12FSQZ123WE91HWFSO9OLB3GMM","AA9SBG7LNCG8Q","Approved","Wed Nov 27 14:36:42 PST 2019","Wed Nov 27 14:41:07 PST 2019","Sat Nov 30 14:41:07 PST 2019","Wed Nov 27 22:55:37 PST 2019","","","265","100% (1/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc=","","",""
"3HEM8MA6H9PWE4866QOHEMBWPQ6PQK","3RPT4N9PTW10QTQ1XDWQW5MSRQ34DQ","Answer a survey on video playback quality","Give your rating on videos with different levels of playback quality.","survey, video play back","$0.70","Wed Nov 27 14:25:46 PST 2019","71","BatchId:3851433;OriginalHitTemplateId:920937340;","600","259200","Wed Nov 27 14:42:04 PST 2019","","","35DR22AR5EXC3W1PK9R4KB0DOAHX3E","A27GN9GSICG19C","Rejected","Wed Nov 27 14:26:21 PST 2019","Wed Nov 27 14:35:37 PST 2019","Sat Nov 30 14:35:37 PST 2019","","Wed Nov 27 15:29:39 PST 2019","our backend result shows the worker doesn't watch at least one video in its full length","556","0% (0/1)","0% (0/0)","0% (0/0)","0lMq2GKqLDSUgYAGc","","",""
